Site No.,SU Type,SU No.,SU Description,FAP,FAP General,FAP Specific,FAT,FAT General,FAT Specific,PD No.,FS No.,PL No.,Item No.,Type Code,Type,Form,Part,Finish,Count,Weight (g),Vessel,Comments,Collection Date
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,47,1,,,VBW,Mesa Verde Black-on-white,B,B,C,1,8.5,,,6/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,47,1,,,LWU,Late White Unpainted,J,B,,6,43.2,,,6/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,47,1,,,LWU,Late White Unpainted,B,B,,3,3,,,6/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,47,1,,,INR,Indeterminate Local Red Unpainted,B,B,S,1,3.2,,,6/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,47,1,,,HBW,Pueblo III White Painted,O,B,C,1,12.1,,ladle handle,6/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,47,1,,,HBW,Pueblo III White Painted,J,B,C,4,37.7,,1 has repair hole,6/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,47,1,,,MBW,Mancos Black-on-white,J,B,M,1,12.5,,,6/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,47,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,53,215.4,,,6/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,47,1,,,LBW,Late White Painted,U,B,M,2,0.4,,,6/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,47,1,,1,VBW,Mesa Verde Black-on-white,B,R,C,1,15.2,,,6/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,47,1,,2,LBW,Late White Painted,B,R,M,1,2.2,,,6/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,47,1,,4,LWU,Late White Unpainted,J,R,,1,5.9,,,6/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,47,1,,5,LBW,Late White Painted,B,R,C,1,16,,,6/16/1995
5MT5,ARB,700,noncultural,90,sterile,undisturbed sediment or geologic deposit,90,noncultural deposit,not further specified,48,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,2,15,,,6/22/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,,LWU,Late White Unpainted,B,B,,23,59.1,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,,HBW,Pueblo III White Painted,J,B,C,1,26.3,,handle,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,,LWU,Late White Unpainted,O,B,,1,12.6,,ladle handle,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,,HBW,Pueblo III White Painted,J,B,C,13,45.4,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,,UNP,Unknown Pottery,U,B,,1,1,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,,GRA,Indeterminate Local Gray,J,B,,4,21.3,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,,HBW,Pueblo III White Painted,B,B,C,15,42.9,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,,VBW,Mesa Verde Black-on-white,B,B,C,2,10.6,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,150,423.2,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,,LWU,Late White Unpainted,J,B,,17,44.7,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,1,CRG,Indeterminate Local Corrugated Gray,J,R,,1,2.9,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,2,LWU,Late White Unpainted,B,R,,1,1.1,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,3,LWU,Late White Unpainted,B,R,,1,0.2,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,4,LWU,Late White Unpainted,U,R,,1,1.1,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,5,LWU,Late White Unpainted,U,R,,1,2.1,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,6,EBW,McElmo Black-on-white,B,R,C,1,14.4,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,7,HBW,Pueblo III White Painted,B,R,C,1,9.6,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,8,HBW,Pueblo III White Painted,O,R,C,1,0.7,,ladle,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,9,HBW,Pueblo III White Painted,B,R,C,1,2.1,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,10,HBW,Pueblo III White Painted,B,R,C,1,1.4,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,11,HBW,Pueblo III White Painted,B,R,C,1,2.3,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,12,HBW,Pueblo III White Painted,B,R,C,1,0.5,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,13,CRG,Indeterminate Local Corrugated Gray,J,R,,1,3.8,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,1,,15,EBW,McElmo Black-on-white,B,R,C,1,4.8,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,2,,,LWU,Late White Unpainted,J,B,,1,9.1,,modified sherd,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,93,3,,,HBW,Pueblo III White Painted,J,B,C,1,3.3,,,8/28/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,306,1,,,LWU,Late White Unpainted,U,B,,2,2.1,,,4/30/1996
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,306,1,,,LWU,Late White Unpainted,J,B,,4,35.2,,,4/30/1996
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,306,1,,,LWU,Late White Unpainted,B,B,,5,67,,,4/30/1996
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,306,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,22,59.6,,,4/30/1996
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,306,1,,,HBW,Pueblo III White Painted,B,B,C,2,10.8,,,4/30/1996
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,306,1,,,HBW,Pueblo III White Painted,B,B,M,2,15.5,,,4/30/1996
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,306,1,,,HBW,Pueblo III White Painted,J,B,M,1,5.3,,,4/30/1996
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,306,1,,1,HBW,Pueblo III White Painted,B,R,M,1,12.3,,,4/30/1996
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,306,3,,,CRG,Indeterminate Local Corrugated Gray,J,B,,3,13.7,,,8/25/1996
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,306,3,,,LWU,Late White Unpainted,B,B,,1,1.4,,,8/25/1996
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,306,11,,,EBW,McElmo Black-on-white,J,B,M,1,0.7,,,8/25/1996
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,306,11,,,MBW,Mancos Black-on-white,B,B,M,1,0.4,,,8/25/1996
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,306,11,,,LWU,Late White Unpainted,U,B,,1,0.5,,,8/25/1996
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,306,11,,,LWU,Late White Unpainted,B,B,,1,0.6,,,8/25/1996
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,306,11,,,CRG,Indeterminate Local Corrugated Gray,J,B,,5,15.7,,,8/25/1996
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,306,16,,,LWU,Late White Unpainted,J,B,,1,1.6,,modified sherd,8/25/1996
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,9,1,,,LWU,Late White Unpainted,U,B,,17,15.3,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,9,1,,,LWU,Late White Unpainted,B,B,,5,48.4,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,9,1,,,LWU,Late White Unpainted,J,B,,14,31.8,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,9,1,,,HBW,Pueblo III White Painted,U,B,C,1,0.8,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,9,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,42,284.8,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,9,1,,,HBW,Pueblo III White Painted,B,B,C,7,24.3,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,9,1,,1,CRG,Indeterminate Local Corrugated Gray,J,R,,1,7.9,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,9,1,,2,VRG,Mesa Verde Corrugated Gray,J,R,,1,3.7,,"2 refit, recent break",5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,9,1,,3,VBW,Mesa Verde Black-on-white,B,R,C,1,16.8,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,9,1,,4,HBW,Pueblo III White Painted,B,R,C,1,0.4,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,9,5,,,CRG,Indeterminate Local Corrugated Gray,J,B,,15,34.3,,,8/4/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,9,5,,,LWU,Late White Unpainted,J,B,,1,1.9,,,8/4/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,9,5,,1,HBW,Pueblo III White Painted,B,R,C,1,0.4,,,8/4/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,22,15,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,,MBW,Mancos Black-on-white,J,B,M,2,2.6,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,,HBW,Pueblo III White Painted,U,B,C,1,0.9,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,,HBW,Pueblo III White Painted,B,B,C,2,6.4,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,,LWU,Late White Unpainted,U,B,,1,0.9,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,,LWU,Late White Unpainted,J,B,,8,11.7,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,,GRA,Indeterminate Local Gray,J,B,,3,11.2,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,,LWU,Late White Unpainted,B,B,,7,16.6,,one piece has corrugated exterior,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,1,MBW,Mancos Black-on-white,O,R,M,1,1.1,,canteen,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,101,CRG,Indeterminate Local Corrugated Gray,J,B,,1,8.6,,borrowed for thin-section and temper analysis,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,102,CRG,Indeterminate Local Corrugated Gray,J,B,,1,11.2,,borrowed for thin-section and temper analysis,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,103,CRG,Indeterminate Local Corrugated Gray,J,B,,1,2.8,,borrowed for thin-section and temper analysis,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,104,CRG,Indeterminate Local Corrugated Gray,J,B,,1,2.9,,borrowed for thin-section and temper analysis,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,105,CRG,Indeterminate Local Corrugated Gray,J,B,,1,3.7,,borrowed for thin-section and temper analysis,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,106,CRG,Indeterminate Local Corrugated Gray,J,B,,1,2,,borrowed for thin-section and temper analysis,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,107,CRG,Indeterminate Local Corrugated Gray,J,B,,1,2.4,,borrowed for thin-section and temper analysis,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,108,CRG,Indeterminate Local Corrugated Gray,J,B,,1,1.8,,borrowed for thin-section and temper analysis,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,109,CRG,Indeterminate Local Corrugated Gray,J,B,,1,3.7,,borrowed for thin-section and temper analysis,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,110,CRG,Indeterminate Local Corrugated Gray,J,B,,1,2.5,,borrowed for thin-section and temper analysis,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,111,CRG,Indeterminate Local Corrugated Gray,J,B,,1,2.6,,borrowed for thin-section and temper analysis,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,112,CRG,Indeterminate Local Corrugated Gray,J,B,,1,1.6,,borrowed for thin-section and temper analysis,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,113,CRG,Indeterminate Local Corrugated Gray,J,B,,1,1.6,,borrowed for thin-section and temper analysis,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,114,CRG,Indeterminate Local Corrugated Gray,J,B,,1,1.7,,borrowed for thin-section and temper analysis,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,115,CRG,Indeterminate Local Corrugated Gray,J,B,,1,1.6,,borrowed for thin-section and temper analysis,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,11,1,,116,CRG,Indeterminate Local Corrugated Gray,J,B,,1,2.4,,borrowed for thin-section and temper analysis,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,75,82.9,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,,MBW,Mancos Black-on-white,J,B,M,4,38.4,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,,LWU,Late White Unpainted,B,B,,13,7.8,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,,HBW,Pueblo III White Painted,J,B,C,2,5.3,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,,HBW,Pueblo III White Painted,U,B,C,1,0.3,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,,HBW,Pueblo III White Painted,B,B,C,7,15.4,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,,LBW,Late White Painted,B,B,M,2,1.8,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,,LBW,Late White Painted,U,B,C,2,0.5,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,,LWU,Late White Unpainted,J,B,,20,66.3,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,,GRA,Indeterminate Local Gray,J,B,,2,1,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,,LWU,Late White Unpainted,U,B,,25,27.2,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,1,VRG,Mesa Verde Corrugated Gray,J,R,,1,19,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,2,CRG,Indeterminate Local Corrugated Gray,J,R,,1,0.7,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,3,CRG,Indeterminate Local Corrugated Gray,J,R,,1,1.6,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,4,LWU,Late White Unpainted,B,R,,1,1.1,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,5,EWU,Early White Unpainted,B,R,,1,4.5,,,5/16/1995
5MT5,ARB,800,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,13,1,,101,CRG,Indeterminate Local Corrugated Gray,J,B,,1,5.2,,borrowed for thin-section and temper analysis,5/16/1995
