Site No.,SU Type,SU No.,SU Description,FAP,FAP General,FAP Specific,FAT,FAT General,FAT Specific,PD No.,FS No.,PL No.,Item No.,Type Code,Type,Form,Part,Finish,Count,Weight (g),Vessel,Comments,Collection Date
5MT5,NST,604,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,377,21,,14,LBW,Late White Painted,B,R,M,1,1.2,,,5/30/1996
5MT5,NST,604,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,377,21,,15,LBW,Late White Painted,B,R,C,1,0.5,,,5/30/1996
5MT5,NST,604,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,377,21,,16,HBW,Pueblo III White Painted,B,R,C,1,2.2,,,5/30/1996
5MT5,NST,604,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,377,21,,17,HBW,Pueblo III White Painted,B,R,C,1,21,,,5/30/1996
5MT5,NST,604,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,377,21,,18,HBW,Pueblo III White Painted,B,R,C,1,2.2,,,5/30/1996
5MT5,NST,604,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,377,21,,19,HBW,Pueblo III White Painted,B,R,C,1,4.8,,,5/30/1996
5MT5,NST,604,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,377,21,,20,EBW,McElmo Black-on-white,B,R,X,1,12.6,,,5/30/1996
5MT5,NST,604,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,377,21,,21,EBW,McElmo Black-on-white,B,R,C,1,6.2,,,5/30/1996
5MT5,NST,604,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,377,22,,,LWU,Late White Unpainted,J,B,,1,8.8,,modified sherd,5/30/1996
5MT5,NST,604,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,377,38,,,CRG,Indeterminate Local Corrugated Gray,J,B,,1,4.5,,modified sherd,5/30/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,,LWU,Late White Unpainted,U,B,,12,11.1,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,,GRA,Indeterminate Local Gray,J,B,,3,9.7,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,,HBW,Pueblo III White Painted,J,B,M,1,16.5,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,,LWU,Late White Unpainted,B,B,,10,35.7,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,,LWU,Late White Unpainted,J,B,,14,67.3,,1 with handle attached,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,,VBW,Mesa Verde Black-on-white,B,B,C,2,36.8,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,,HBW,Pueblo III White Painted,B,B,C,4,11.4,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,,MBW,Mancos Black-on-white,J,B,M,1,13.6,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,,LBW,Late White Painted,B,B,M,3,19.7,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,,HBW,Pueblo III White Painted,U,B,C,1,0.2,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,,LBW,Late White Painted,J,B,C,1,6,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,,CRG,Indeterminate Local Corrugated Gray,J,B,,108,288.9,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,,HBW,Pueblo III White Painted,B,B,M,2,13.6,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,1,VRG,Mesa Verde Corrugated Gray,J,R,,1,5.2,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,2,VRG,Mesa Verde Corrugated Gray,J,R,,1,12.9,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,3,MBW,Mancos Black-on-white,B,R,M,1,4.9,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,4,MBW,Mancos Black-on-white,B,R,C,1,15.5,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,5,MBW,Mancos Black-on-white,B,R,C,1,19.4,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,6,EBW,McElmo Black-on-white,B,R,C,1,2.7,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,7,EBW,McElmo Black-on-white,B,R,M,1,8.1,,carbon/mineral mix,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,8,HBW,Pueblo III White Painted,B,R,C,1,2.5,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,9,LWU,Late White Unpainted,J,R,,1,1.7,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,10,HBW,Pueblo III White Painted,B,R,M,1,1.8,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,11,HBW,Pueblo III White Painted,U,R,C,1,0.6,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,12,HBW,Pueblo III White Painted,B,R,C,1,0.4,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,2,,13,LWU,Late White Unpainted,U,R,,1,0.9,,,6/2/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,36,11,,,CRG,Indeterminate Local Corrugated Gray,J,B,,2,1.8,,,10/10/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,2,,,CRG,Indeterminate Local Corrugated Gray,J,B,,1,11.5,,,8/3/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,VBW,Mesa Verde Black-on-white,B,B,C,1,33.8,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,LWU,Late White Unpainted,U,B,,13,7.3,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,LWU,Late White Unpainted,O,B,,2,5.7,,ladle handles,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,ARO,Abajo Red-on-orange,U,B,U,1,0.1,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,INR,Indeterminate Local Red Unpainted,U,B,S,1,0.1,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,TBW,Pueblo II White Painted,B,B,M,1,0.9,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,LBW,Late White Painted,B,B,M,1,12.5,,basket impressions on exterior,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,LBW,Late White Painted,O,B,M,2,7.9,,ladle parts,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,LBW,Late White Painted,U,B,C,1,0.8,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,LBW,Late White Painted,J,B,M,5,9.5,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,HBW,Pueblo III White Painted,J,B,C,4,30.4,,2 refit,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,MBW,Mancos Black-on-white,J,B,M,1,7.8,,carbon/mineral mix,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,MBW,Mancos Black-on-white,B,B,M,2,14,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,LWU,Late White Unpainted,B,B,,30,58.3,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,LBW,Late White Painted,B,B,C,21,73.9,,1 has corrugated exterior,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,LBW,Late White Painted,B,B,M,3,10.5,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,LWU,Late White Unpainted,J,B,,1,10.3,,strap handle,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,HBW,Pueblo III White Painted,B,B,C,11,46.4,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,GRA,Indeterminate Local Gray,J,B,,14,42.7,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,LBW,Late White Painted,J,B,C,1,2.2,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,LWU,Late White Unpainted,J,B,,35,147.9,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,,CRG,Indeterminate Local Corrugated Gray,J,B,,283,656.7,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,1,CRG,Indeterminate Local Corrugated Gray,J,R,,1,1,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,2,CRG,Indeterminate Local Corrugated Gray,J,R,,1,0.6,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,3,VRG,Mesa Verde Corrugated Gray,J,R,,1,5.9,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,4,VRG,Mesa Verde Corrugated Gray,J,R,,1,12.3,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,5,VRG,Mesa Verde Corrugated Gray,J,R,,1,16.6,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,6,VRG,Mesa Verde Corrugated Gray,J,R,,1,15.8,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,7,VRG,Mesa Verde Corrugated Gray,J,R,,1,2.1,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,8,VRG,Mesa Verde Corrugated Gray,J,R,,1,1.2,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,9,VRG,Mesa Verde Corrugated Gray,J,R,,1,3.4,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,10,VRG,Mesa Verde Corrugated Gray,J,R,,1,1.8,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,11,LWU,Late White Unpainted,B,R,,1,4.1,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,12,LWU,Late White Unpainted,B,R,,1,1.1,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,13,LWU,Late White Unpainted,B,R,,1,0.2,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,14,LWU,Late White Unpainted,J,R,,1,3.5,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,15,LWU,Late White Unpainted,B,R,,1,2.4,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,16,LWU,Late White Unpainted,B,R,,1,0.3,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,17,DRE,Deadmans Black-on-red,B,R,S,1,6,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,18,HBW,Pueblo III White Painted,B,R,M,1,0.4,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,19,LBW,Late White Painted,B,R,M,1,0.4,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,20,LBW,Late White Painted,B,R,M,1,0.5,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,21,MBW,Mancos Black-on-white,B,R,M,1,6.9,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,22,MBW,Mancos Black-on-white,B,R,C,1,5.3,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,23,EBW,McElmo Black-on-white,B,R,C,1,2.3,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,24,EBW,McElmo Black-on-white,B,R,C,1,22.5,,carbon/mineral mix; recent break; 2 fragments,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,25,EBW,McElmo Black-on-white,B,R,C,1,7.1,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,26,LBW,Late White Painted,B,R,C,1,2.3,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,27,LBW,Late White Painted,B,R,C,1,1.7,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,28,LBW,Late White Painted,B,R,C,1,0.3,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,29,LBW,Late White Painted,B,R,C,1,1.2,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,6,,30,LBW,Late White Painted,B,R,C,1,1.6,,,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,24,,,HBW,Pueblo III White Painted,B,B,C,1,1.6,,modified sherds,7/19/1995
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,26,,,CRG,Indeterminate Local Corrugated Gray,J,B,,14,22.4,,,4/30/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,26,,,LWU,Late White Unpainted,J,B,,2,7.2,,,4/30/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,26,,,LBW,Late White Painted,J,B,C,1,1.1,,,4/30/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,26,,,MBW,Mancos Black-on-white,B,B,X,1,0.7,,corrugated exterior,4/30/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,26,,,LWU,Late White Unpainted,O,B,,1,1.4,,pinch pot frag?,4/30/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,26,,,LWU,Late White Unpainted,B,B,,1,3.4,,,4/30/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,26,,,LBW,Late White Painted,U,B,I,1,0.3,,,4/30/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,26,,,LWU,Late White Unpainted,U,B,,1,1.9,,possible handle fragment,4/30/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,26,,,LBW,Late White Painted,B,B,M,1,0.4,,,4/30/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,26,,,LBW,Late White Painted,J,B,X,1,3.7,,,4/30/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,26,,,LBW,Late White Painted,B,B,C,2,8.9,,,4/30/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,29,,,CRG,Indeterminate Local Corrugated Gray,J,B,,2,4.6,,,5/3/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,29,,,LBW,Late White Painted,J,B,M,1,1.2,,,5/3/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,29,,1,CRG,Indeterminate Local Corrugated Gray,J,R,,1,0.2,,,5/3/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,72,33,,,LBW,Late White Painted,B,B,C,1,1.1,,,6/3/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,308,4,,,LWU,Late White Unpainted,J,B,,3,62,,,5/2/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,308,4,,,HBW,Pueblo III White Painted,J,B,C,1,3.5,,,5/2/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,308,4,,,LBW,Late White Painted,B,B,M,1,0.7,,,5/2/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,308,4,,,LBW,Late White Painted,U,B,C,1,0.3,,,5/2/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,308,4,,,LBW,Late White Painted,B,B,C,1,2.2,,,5/2/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,308,4,,,GRA,Indeterminate Local Gray,B,B,,1,8.4,,,5/2/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,308,4,,,CRG,Indeterminate Local Corrugated Gray,J,B,,34,123.9,,,5/2/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,308,4,,,LWU,Late White Unpainted,U,B,,3,2.6,,,5/2/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,308,4,,,LBW,Late White Painted,B,B,M,1,1.2,,,5/2/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,308,4,,,LBW,Late White Painted,J,B,M,1,11.4,,,5/2/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,308,4,,,LWU,Late White Unpainted,B,B,,1,10,,,5/2/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,308,4,,,GRA,Indeterminate Local Gray,J,B,,1,3.5,,,5/2/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,308,4,,,LWU,Late White Unpainted,B,B,,1,1.8,,,5/2/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,308,4,,1,MBW,Mancos Black-on-white,B,R,C,1,8.3,,,5/2/1996
5MT5,NST,606,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,308,4,,2,LBW,Late White Painted,B,R,M,1,0.6,,,5/2/1996
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,,LBW,Late White Painted,J,B,M,2,25.6,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,,LWU,Late White Unpainted,U,B,,7,3,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,,HBW,Pueblo III White Painted,J,B,C,4,10.6,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,,HBW,Pueblo III White Painted,B,B,C,13,62.9,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,,LBW,Late White Painted,J,B,C,4,20.1,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,,LBW,Late White Painted,U,B,C,4,4.1,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,,GRA,Indeterminate Local Gray,J,B,,5,24.7,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,,LBW,Late White Painted,B,B,M,1,5.2,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,,HBW,Pueblo III White Painted,B,B,C,1,0.5,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,,LWU,Late White Unpainted,J,B,,2,39.6,,handles,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,,LWU,Late White Unpainted,J,B,,38,479.1,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,,LWU,Late White Unpainted,B,B,,21,64.6,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,,LWU,Late White Unpainted,O,B,,1,3.6,,ladle handle,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,,CRG,Indeterminate Local Corrugated Gray,J,B,,111,874.3,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,,VBW,Mesa Verde Black-on-white,B,B,C,3,22.3,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,1,VRG,Mesa Verde Corrugated Gray,J,R,,1,22.5,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,2,VRG,Mesa Verde Corrugated Gray,J,R,,1,6.3,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,3,VRG,Mesa Verde Corrugated Gray,J,R,,1,3.4,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,4,CRG,Indeterminate Local Corrugated Gray,J,R,,1,0.1,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,5,LWU,Late White Unpainted,B,R,,1,11.3,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,6,LWU,Late White Unpainted,B,R,,1,0.8,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,7,EBW,McElmo Black-on-white,B,R,M,1,117.4,,recent break; 2 frags,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,8,HBW,Pueblo III White Painted,B,R,C,1,1,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,9,EBW,McElmo Black-on-white,B,R,M,1,4,,carbon/mineral mix,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,10,HBW,Pueblo III White Painted,B,R,C,1,7,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,11,MBW,Mancos Black-on-white,B,R,M,1,2.9,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,12,HBW,Pueblo III White Painted,B,R,C,1,1.5,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,13,HBW,Pueblo III White Painted,B,R,C,1,23.7,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,14,HBW,Pueblo III White Painted,B,R,C,1,0.3,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,15,HBW,Pueblo III White Painted,B,R,C,1,6.7,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,15,,16,LBW,Late White Painted,B,R,M,1,0.3,,,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,16,,,VBW,Mesa Verde Black-on-white,B,B,C,1,30.5,,modified sherd,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,17,,,HBW,Pueblo III White Painted,J,B,C,1,3.2,,modified sherd,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,18,,,LWU,Late White Unpainted,B,B,,1,3.7,,modified sherd,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,265,27,,,CRG,Indeterminate Local Corrugated Gray,J,B,,1,25.3,,modified sherd,9/11/1995
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,3,,,CRG,Indeterminate Local Corrugated Gray,J,B,,8,56.8,,,10/12/1995
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,3,,,HBW,Pueblo III White Painted,B,B,C,1,1.1,,,10/12/1995
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,3,,,LBW,Late White Painted,J,B,M,1,1.1,,,10/12/1995
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,3,,,LWU,Late White Unpainted,J,B,,1,4.9,,,10/12/1995
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,3,,,LWU,Late White Unpainted,B,B,,1,2.6,,,10/12/1995
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,3,,1,VRG,Mesa Verde Corrugated Gray,J,R,,1,21.4,,,10/12/1995
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,3,,2,HBW,Pueblo III White Painted,B,R,C,1,38.5,,repair hole,10/12/1995
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,EWU,Early White Unpainted,B,B,,2,2.2,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,HBW,Pueblo III White Painted,B,B,C,3,9.4,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,GRA,Indeterminate Local Gray,J,B,,9,60.3,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,CRG,Indeterminate Local Corrugated Gray,J,B,,97,327.7,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,LWU,Late White Unpainted,B,B,,27,76.9,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,LWU,Late White Unpainted,U,B,,2,4.6,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,LBW,Late White Painted,U,B,M,6,0.5,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,HBW,Pueblo III White Painted,B,B,M,6,46.7,,,5/7/1996
